reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOFeHZVJu6M1rsOn-dZ8C0K-csppXnynKLHlcfdueKKwt2V41O_wyJTvMpEjoY-KRe3eGW9DXplzaIRhLA,Afdlie Jasmi,https://play-lh.googleusercontent.com/a-/AOh14GjfMjnjXCugFX3kKCmZh3mMjL5JyewkY3nsDgBE,Apps keep crash everytime so I have to reopen the apps so many times so that I can use it again. Pls fix it. It wasting my time to do that first everytime i want to use it.,1,0,4.51.0.4,2021-05-15 21:24:11,,
gp:AOqpTOHMXAWKmFEl5xKJHcEIJFvZhAamdWSwd868YlP1aUwM-oMv4c7MIXVVDXZ7dy5rPtcSR1E4UMno4EIdWw,Jabari Jordan,https://play-lh.googleusercontent.com/a/AATXAJzwcTPBFmvGnlWPAJK_XD3PnjDTVXeLPGGX-8Wi=mo,"App keepa asking me to connect to NPR One almost everytime i navigate, despite repeated selecting no. i might connect it if it didn't cause NPR One to autoplay when Waze opens, even if i already have music playing or even if I'm not connecting to Bluetooth. if i open waze at work to schedule a future drive, NPR One will start playing. i only want it to play if im connected to my car's Bluetooth, and i dont want it to play if im already playing other music.",3,1,4.47.0.3,2019-01-31 00:43:51,,
gp:AOqpTOGgRywmXw7fnF_234B3l52YriYuRrVr2CaO1t4gC9k2SVOwGb-UqQaTYPjke1IiwWzUbNOZN9qg0OWCFg,Aaron Davis,https://play-lh.googleusercontent.com/a-/AOh14GhlqphYKf6sO-jlb8Vi7OMRRhjhTCZao6cZ5GKpRg,"Half the time lately it tells me it cannot calculate route. That is unacceptable for a GPS to be that unreliable. Also I have noticed that the app must be receiving kick backs of some sort from these toll roads. I will see a route that is full of the most expensive toll roads in my area and when I ask for the toll free option, the ETA goes down. Considering I ask for the shortest timed route so that shouldn't happen. With the unreliability and clear corruption, I will be uninstalling WAZE.",1,39,4.55.3.0,2019-10-15 16:02:22,,
gp:AOqpTOFwzUjqHGDQhXsqasXXmiYcTEUcQHPfQLETYujZ0kzPPYR-F01KVFIfzD7dWa-PG2AeYM-2xF_ZATKoyg,Ionut Furdui,https://play-lh.googleusercontent.com/a-/AOh14GgruorVMQEaMO6ycnhsor2hHh1n5wH5Wm1EV5Ilqt4,"Not really showing the best traffic. Get stuck several times because of waze, and google maps showing better traffic.",1,0,4.68.2.0,2021-06-02 07:00:34,,
gp:AOqpTOHdzfRtW1s_TXZyygsbfbHCKdLb5gpKMF66PCIIn9oIVJPB8wAyDy4aKa4edKVFI3R1K0BZ0J79U8MjGw,Thomas Morris,https://play-lh.googleusercontent.com/a-/AOh14Gi5xcMeqlL6bzP-LbRtu9F0LVI7ozrU-vko7vgw_LI,"Pros: Everything except for one HUGE problem. Cons: Essentially pop up ads during trips asking if you'd like to navigate somewhere other than where you are currently navigating. I was SUCH a fan of Waze until it started delivering pop up ads! Which is reeeeeaaaaaallllllyyyyyy bad/borderline dangerous to be in route somewhere and an ad pop up asking if you'd like to navigate somewhere else instead. Ads would be fine between trips, but these things during a drive completely ruined Waze for me.",1,0,,2020-01-28 02:52:27,,
gp:AOqpTOFdfngf9sTVlIlu4kU8wzzZB8ZWlcWJ-WJJt9a5dTohQhcecglcYH5An4tbbA84utWySBXT_wLFH7Mv6g,Tommy Trussell,https://play-lh.googleusercontent.com/a-/AOh14Gg86gpqa9EaoinxEaKEjWmUZt_7mcQSBNoYT95Nnw,"I haven't tried the latest update but for some reason my earlier review is missing. I like the idea of the app, and I wanted to enjoy using it. But i can't get its hands-free commands to work in Android Auto. Its search function is disappointing. I wish you could use search and continue a navigation from Google Maps. I'd write more specific comments but I don't want to waste more time if they're being deleted.",2,61,4.52.3.4,2019-07-01 04:30:04,,
gp:AOqpTOFB1521M8O8ifDJd9wOH_LMjcXwBp_JV1ptjiJR4KmrGKfv03FpYaTBlFLpPZwGe1LZGWDu03bjZTN7Qg,David Wheeler,https://play-lh.googleusercontent.com/a-/AOh14Gi_yfE-14Ta6gIERDryI1T28SXNu5rgWYOlVYg1rUM,"Just reinstalled app after factory reset. When I log in it sends me a code to enter. I enter it and nothing happens and there are no buttons either. So, what the heck am I supposed to do. Oh, I know.....go back to Google Maps. I've never had any issues with that app!",1,10,4.57.1.0,2019-11-27 04:00:59,,
gp:AOqpTOHfIHz8OJLwktHoDIWMVxpmJ0t2DRzQ9-fLmDE8opsdDXNcTMrLO1iHGospKlXoPhq3p5Hta1dV8bnXCg,Travis Shiels,https://play-lh.googleusercontent.com/a-/AOh14GgXUKpUGP3FRFEWLLn_iI06QLquCfON-_cAntcw7g,"When you're good, you're good!! Absolutely fantastic! There are many Nav apps out there claiming to be the best, yes yes yes, I've heard it a thousand times before! Then I saw the light, aaah yes! There is a Waze! The Only WAZE is forward! I absolutely love the Waze you can share your drive in real time, Live up to the minute incident reporting, Wazer messaging, the list goes on! Thank you Dev team for a fab app!",5,337,4.59.0.4,2020-02-08 14:41:49,,
gp:AOqpTOG3mo3uHREuZovb0xuLHMQW1YzqqjdyH8pm5k9-CCFQ0EpWVrAgNzhrk_KOQU08Zju1_EsxLFMEzEO2gA,Christine Tetrault,https://play-lh.googleusercontent.com/a-/AOh14Gia60hSwtTybSAewqMKi0lBKkYs9KO8Ady7i1pU,"Waze WAS the best app of all of them IMHO. Then Google bought them and have developed several irritating behaviors: if you stray from their route, they used to recalculate based on your change. Now it tries to make you double back at every opportunity to make a turn; when you switch from phone to car navigation, it changes the route you chose back to the Waze preferred route. Even with this & other small inconveniences, the police, speed trap, & speed limit notifications are priceless",4,1,,2021-02-20 18:01:52,,
gp:AOqpTOHaXwE7o2HzZX8YBmL1kwP79IrA1W61QgP_PXrXBRAYdi0fEoDPjyCvH1fJaR0JlaSfW4UmR95wThGR3Q,Michelle Mullings,https://play-lh.googleusercontent.com/a/AATXAJx7OeKPqHMunuHn7zW0Ucg9825DRTmK2T_Qi_k5=mo,"Waze is such a life saver!!!! And I mean that to the fullest. I'm a new drive so I didnt feel comfortable taking the highways, but google map kept sending me there even after putting avoid highways and toll. I ended up getting lost because of this. So I downloaded ways and a completely different experience, it made my drive easy to get around. Thank you soooooo much waze",5,8,4.59.0.4,2020-02-19 21:32:04,,
gp:AOqpTOGxdBUNTG5VUeeBiOqOh0_GM81-lzBLSconE6DkGtuWemFTOwGK3tVH2-7C97Tq3LbhZvcNE_cBvKuf3A,quintessential cappy,https://play-lh.googleusercontent.com/a-/AOh14Gi87FDollcvQbSESSnDJ0Xf-pmfRlxZxA5lsO2wwmo,This app is way better than my standard Google GPS. It knows all the hidden shortcuts and is even accurate about a pothole in the road! Would give 10 stars if I could :),5,0,4.72.0.0,2021-03-28 22:06:54,,
gp:AOqpTOHs6CGV3Txx4VsIRerr8BJA_GwnambOAD_n8DMOWXIM5Z6BV-Dq26xt3pmdMk9TgaOG5gOnFxr-qTXr8Q,John Tortorella,https://play-lh.googleusercontent.com/a/AATXAJw8NEBtbv3aCuqlvqVAA_sNSRqBUJTtSukbhRXF=mo,"This app has been vert disappointing. I was looking for a simple GPS navigation app. with voice instructions as well as visual navigate. What I hot was little to no voice activation. when there is voice the volume is so low as to be unintelligible. Then there are the distractions of multiple menu options that distract the driver, where arr the gas stations with the lowest prices, and unwanted questions like am I a driver or a passenger in a car or am I a pedestrian, this when I said I'm driving",2,19,4.52.3.4,2019-07-06 18:40:15,,
gp:AOqpTOFispyF-W-IT2nGQCSicuhk6C7rHO48VE9ChEpJLvAVo1SOLCsLVCfkrNfZQa1evFGAX1ueOxlLCDeYJA,donna guzina,https://play-lh.googleusercontent.com/a/AATXAJwn88wIx_88Rl1OSbMWeuXDjURka_jymnuKjZUT=mo,Bad sat navigation app don't use it,1,0,4.77.0.1,2021-09-01 20:20:40,,
gp:AOqpTOHisE_Jm7MMCyLlhvYmUX4b389-4SThPILnGgoAVHaXIrtdcjUwHhx_g3FgRWM5AXxnrWXYYEX9O1SMKg,Code Smith,https://play-lh.googleusercontent.com/a-/AOh14GhcY3--phtN7g1z0-_Gbpe9jXMUajayOzkXUFu5MwE,"What happened to my last review? Anyhow, happy to come back and rate this one star. Whatever your QA team is doing, they failed. This update completely broke Android Auto. This went from being the best maps app around to the absolute worst. You can no longer make phone calls, listen to music, or listen to audible whine this is running. There appears to be done invisible notification constantly going off. It is at least once per second. Constantly lowers the audio volume for music, maddening beeps while in a phone call, and constant pausing during an audio book. Literally this is unusable now. Congratulations on releasing the update that forced me back to Google maps. I've been using waze for more years than I remember until now. Sad times.",1,28,4.45.1.0,2018-11-22 14:51:45,,
gp:AOqpTOGGpq4s3HhzpJZ7cBHvaAT3CpclxoAWTRM3XClg1uMXRwxRBrhY5XKbkGed44v6dvfOXYh_qzyOn358BQ,Adam Qureshi,https://play-lh.googleusercontent.com/a-/AOh14Gj4A_B5GD1g4y37Uj4Ean6QFUmhl3Mej4VvIi3iWg,"Definitely love this app as it's super helpful with speed limits, police radars, speed cameras, stopped cars on shoulder and much more. Although, one thing I'd love of you guys added the following: 1) An Offline and downloadable map so that when I go outside of my data coverage I can still use the map, although I do understand that won't want be notified of stuff like cops. 2) Would be helpful if we could add shortcuts to homescreen of certain addresses. thank you!",5,217,4.53.0.3,2019-08-04 05:09:19,,
gp:AOqpTOEzcN9KcGpcxdAaYTJ54Hw9dAqp6iYR1kU6lMP7j1-UcBnUjvE-TBLDQgDQ2FLnhDrHMZgIQ3Kzg_Ezfg,Ali Hasan,https://play-lh.googleusercontent.com/a-/AOh14GhC143MezT6mK-LuR9YyVtFJgGqbSS_7lDxxpXbcw,"The app. Was working perfectly. After the last update it fails to read the network. I thought that there may be something wrong with my phone, so I installed again as new on another new phone, but experienced the issue, not reading the network. Up to date Aug. 12th, I am still suffering with the application. I submitted the issue to Waze support team and I am waiting for their reply. To day 31 Aug. 2020, I uninstall the program and installed again. But still not reading the network connection.",2,134,4.66.0.1,2020-08-31 16:29:24,"Hi Ali, we're sorry to hear about your issue. You can send us a private message on Facebook and we'd be happy to check on your support ticket. For further assistance please contact us here: https://m.me/waze",2020-08-13 08:33:57
gp:AOqpTOHzpx87HmS7-KDIWQ646Zs98XQ97l5oEkk5EKaazznsRxIUpxLuMkNExGVlJwABX4oD62150c8npVsUOA,Glass is Half full,https://play-lh.googleusercontent.com/a-/AOh14GgzMzCqcYP6mrFQdzYAxdoFfc0AEIFUY63utT4gcA,I don't understand how these guys are any different than Google maps on my Android device. If it ain't broke don't fix it Google maps works great for me. don't think it would change about Google is get rid of all the freaking commercials on all these apps and have a subscription instead so you don't have to see all these damn freaking commercials every time you download an app,2,0,,2020-01-11 07:20:00,,
gp:AOqpTOGI_aQq3mhFh7e54nsOvmSqsAUOwvd47dNHvlMWhF4z0JnwMY5-ZHH-xAN2Fk1679-0yNgkms6-Iszihg,Brent Price,https://play-lh.googleusercontent.com/a-/AOh14Ggnvx3Q1vSJY4azfVc0UtIrCWsaWMHxgC7fUnLD,"the app used to be wonderful. but for over a month now it takes me at least 10+ tries for me to get Waze to calculate a route. it says ""uh-oh! error calculating route!"" seriously shouldn't have to route myself a billion times in a row before it finally calculates it. been using Waze for years and never had this issue till over a month ago. and yes I have great server when routing. please fix this before I go back to Google maps....",1,5,4.50.1.1,2019-05-16 15:10:46,,
gp:AOqpTOGEK3aWQwhtaD1IddUeZnmhEEr1ACzFmqa9Ttve8dblF0i167-bu4i-dcCIHuqxlOtFFk27_iif7pko7g,Chris Urena,https://play-lh.googleusercontent.com/a/AATXAJy0aruqlNcC3Anvcm34JanZCmvcpfaRiqHYaE16=mo,"I've downloaded this app several times because of some features it has that Google maps doesn't like reporting accidents and seeing traffic for future drives. But every time I download it, it's always such a hassle to use that I uninstall in no more than 2 days. Like right now I was trying to see the traffic for a future trip from somewhere to come back to home, where I am now, and it kept saving the drive as being from my current location to my current location",1,72,4.64.1.0,2020-07-20 01:19:24,"Thank you for the feedback, Chris. We'd like to hear more details from you so we could look into this issue. Please send us a private message on Facebook. Thanks again! For further assistance please contact us here: https://m.me/waze",2020-07-20 07:15:27
gp:AOqpTOHECXwl-Pvw5k0DpBnJXFvjk2R599SFhPYoMt-9pJBexVkipswXc8CXYN6bB_iWTyoQ4HngWLqFqN0tOw,BobbieRose Hack,https://play-lh.googleusercontent.com/a-/AOh14GieLc-yBPPfeI5k6qrrH8TNkjihWgmnBqOM87-r,Love this app it is more accurate than other GPS functions and it gives great information on traffic around where you are driving.,5,0,,2021-05-24 16:10:29,,
gp:AOqpTOHjuVczq6IQloai4yWgJFcb3477wvtlMVxgLXiUaLyG6Asbrld4zor0nFpkW9vt-wH0O8CkbmkCp-nusw,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Why doesn't this offer shortest or fastest route options? I rely on it as I get heavy traffic on the way to work and it always takes me through the most congested route.. When it could be like ""hey, here's a nice residential street you could cut through, and follow this back street with no traffic."" Not happy Jan.",2,7,4.44.0.2,2018-10-25 10:51:23,,
gp:AOqpTOErDLThrwefTqdsCYBVohwBGqMOdbtnAps-8ena25uy58QICCkHj6xQ_ZHmftPhO88e2uHxNAk9gVuUiw,A JR,https://play-lh.googleusercontent.com/a/AATXAJwx4VLbLHDrlJCgO4MQvqLCsA3oG80-77VcGai3=mo,"not working. rebooted the phone. force stop the app and relaunched it as well. endlessly waiting for it to connect to my mobile network. doesn't prompt for GPS like it normally does when launching. when GPS is recognized and I'm traveling, it plots my route and tracks my movement; however, the lack of network connection prevents my ability to provide input (i.e., potholes, traffic, police, etc.).",1,10,4.49.0.3,2019-03-16 15:20:39,,
gp:AOqpTOEvRzecOHe_1o_BCNHz4y-0EOCh4luiOlo6Er4680MsUpcbP9UgEcPZ4DHWYanVBAVP8_oLxStk3MzH0w,Fred Cornish III,https://play-lh.googleusercontent.com/a/AATXAJyDoA-LCBNEfa6E7t3pbwnS5ILZ1lGTVCsbPwA2=mo,"Ok what is going on. Lately when I use Waze, it shows me all over the map. It constantly loses my location. It's almost like its lost in cyberspace. I am having the same black screen problem. Also the No Connection Error too. When I switch over to Google Maps, no problem at all. Please fix.. Using Android Auto and Samsung Note 8.",3,16,4.56.0.2,2019-11-04 20:45:34,,
gp:AOqpTOHtLKNrsesSQAbO3UxdLw7cWCAWKco0Mh3lSTcLgU71a6mDulfGhAhQ7_Z_XPzqF--tH6AKbpT2wJ_HHg,HO nknk,https://play-lh.googleusercontent.com/a/AATXAJzlHH5V2GzTIV-P08zOZYC_x7eKoV80MpogjdTv=mo,"I wanted to thank this great application as it's with sadness that I'll to stop using it, after soo much hassle and frustration I decided to look for an alternative, so far Google Maps seems to be doing great, I'll miss Kate n her marvelous english accent n having the option to report, but the frustration of not having reception, not getting GPS or the same old tired UI that is slow to help u find the right thing to report, all these things that weren't there a few years back. Miss old Waze!!!",1,42,4.55.1.0,2019-09-27 15:37:50,,
gp:AOqpTOGsd3xgi-x5V2R-aIHNG3objg3wPx6w-zg8n6vv3Hj5q1jmb7ivq3Ke81b7xDSXPV9DEa8t6cWryVNEGA,Murray Enders,https://play-lh.googleusercontent.com/a-/AOh14Gh5RgNUrfHij1DaEGrWefl4nYwjlBaTt6GmSEk8__0,it has very aggressive re navigation which is really good for avoiding traffic or road closures. It also shows cheap fuel spots. the fatal flaw of this app is that the little arrow that represents you on the map is about 5 or 10 m behind you in real life so you will drive past your turn without even realising it until it's too late and this makes it fundamentally broken as a navigation app and therefore I don't use it. Also it displays ads while you're driving so I uninstalled it immediately.,1,0,,2019-08-21 05:38:42,,
gp:AOqpTOGnQd1L2QrTlEk7TwPTsrEQYStDvjqE2i5cz9OG0ClZRe0Jgc9944d0B1aE2OW9vHEVvwft88yU9lpJvg,Douglas Marques,https://play-lh.googleusercontent.com/a-/AOh14Gij5qWay5-bCT4RrVFuXkqhrf3QBaG8i5Gur19DCM0,"Waze always finds a way to let me down during my trips. Sometimes it will crash, others it will ignore my destination and reset as if there's no destination set (all that in the middle of a highway). I used to be a huge fan, but now I've been using Google maps more and more.",1,14,4.55.3.0,2019-10-12 19:51:17,,
gp:AOqpTOGIhdeOHBg-UF4b4c6ID9T4W94c7vG2iFMGE4cOMIF_x8QpgJyfhJSNYTnsl--_oucbwtf2dlWxeZkqLQ,Jasdev Bedi,https://play-lh.googleusercontent.com/a-/AOh14Gh0swnm4BZ6IFNcTri1NpQfRIIRGbyQh9csUl1KWwo,"Seriously almost always unuseable on my OnePlus 7 Pro. GPS connection issues, frequent app crashes, error calculating route even when I'm connected to 4G+. Whenever Waze doesn't work, Google Maps works perfectly fine and seamlessly. The only reason I'd pick Waze over Maps would be the user reported alerts, voice options and the overall design language, but it's not worth putting up with all these fatal issues. Being an older app, you would think they'd fixed these issues by now, unfortunately no",1,1,4.66.0.1,2020-09-16 01:18:44,"Hey Jasdev, we'd like to help! Please make sure that you are using the latest app version. If these issues continue, please send us a private message on Facebook with more details. Thank you. For further assistance please contact us here: https://m.me/waze",2020-09-16 08:46:45
gp:AOqpTOGuoqJ3E5ESGajcRWzvfRoESdKVP423W4tvfb09TI-pGtGq29Wzv4US4FcO-TmtxHHMmJMJg5cqbKtSKQ,BULLZAR 69,https://play-lh.googleusercontent.com/a/AATXAJzdDNDEQL3gQAIxvM8epxBPUHL2PjDb1l1OLZve=mo,"ive used 3 device still all gt problem. redmi note 3 network problem same with redmi note 4. then change my phone to latest realme 3 pro also same kind of problem. end up using Google maps for all 3 device with no problem at all. there only few times when my phone able to run properly ,just only few times. at first i thought mybe im using Chinese brand phone this app always have problem but ive seen samsung user also face this kind of problem. so this means yr app thrash.",1,0,4.34.1.0,2019-07-26 00:59:41,,
gp:AOqpTOGvFfKt_EDD9Ztum9A_ghFp_wWX0Zifu8eQLPFKLRiuUJuBVLgg2LxlrODO4Znpxih3nSN3ZGogz1yjIg,Matt Reed,https://play-lh.googleusercontent.com/a/AATXAJwQuZPYEzEtz1x9atjEk0yovK9Rc7fevMp4M10a=mo,"Was supposed to be a 32 minute trip home ended up being over an hour due to terrible directions. First, it didn't recognize stand still traffic that I was sent into, then it tried to get me to take a detour even though the road was open. It ended up sending me back the wrong way down the highway. The fact that both these mistakes were made in the SAME DRIVE really had me concerned. Also, ads every time you stop... really? Uninstalling and never using again.",1,0,4.58.0.1,2020-07-23 04:21:39,"Hey Matt, we're so sorry to hear about your experience. Waze is a crowd-sourced navigation app and it is possible that due to different reports and changing traffic conditions, the route you got wasn't optimal. Please free free to send us a private message on Facebook if you notice a recurring issue with a route: https://m.me/waze Thank you!",2020-07-23 08:26:45
gp:AOqpTOF8D92ozXwCzTum-YvYjNX7XclrTK6dggZxCuXS-xgSiSGHqLH66FYsTkUm3qZIaXzyfZu6nQ609ZZPOA,KLaVonneC,https://play-lh.googleusercontent.com/a/AATXAJw0FTbQmNlAqZ1LJNIVxPQDdelCCP__nv3ByP2y4g=mo,"Genius app. I was a G**gle M*ps user for years, and my cousin from Tuscon told me about it when he and his wife visited. The speedometer and hazard features are fantastic, and it's very user friendly. I appreciate how interactive it is, and the real-time alteration of your route depending on live traffic.",5,1,4.43.1.1,2018-10-08 02:55:48,,
gp:AOqpTOEK3P1TKYTkz-eY1HMMSxqL-Ass-8SqLUeWlYoZ_L0Ys_nfuYCzwDnOOpDwpPLtGJbSrLBYk2dFv1m_Lg,David Burleson,https://play-lh.googleusercontent.com/a/AATXAJw_ydEqwejOv4p5WH0l0UnLQMXuANHDZo1Rkcmy=mo,"Routing from Sacramento to Yorba Linda wanted to go east to US-395 and down the eastern side of the Sierras (631 mi.) instead of down CA-99 or I-5 (444 mi). Asinine. And last week, app worked just fine. Arrived in Yorba Linda and tried to route back to Sacramento and app can't even find it. Piss poor job, Waze.",1,1,4.64.0.1,2020-07-10 20:40:04,,
gp:AOqpTOGVGIYxmeEeLf6HTZYYlsm4-B0nP2z8STLo1H_x1B7bGH1LtE5doiuFaNGDbIwHKdQ2f9KkdYJCHXnccw,Keenan Browe,https://play-lh.googleusercontent.com/a-/AOh14GiuSJfkNxnMW8iKzj2HpROG3FJBv3kHDj_9ZEQhv7c,"A terrific app, though it does have its quirks. Searching for places can be less than ideal, I don't care for the cartoonish aesthetic and I'm not sure you can make reports at all via Android Auto. But! The ability to tell the system what conditions are like on the ground, and to counicate with someone who can update the map, is fantastic.",5,50,4.71.0.2,2021-03-02 15:18:31,,
gp:AOqpTOE-gm1Ci4BvrK2YOza2O__sOU327TBeYoVNlPfw3xrsGe0VYNqh2grV3MUrUCKHBa08VRypcobSo03kEg,Hero Pamnani,https://play-lh.googleusercontent.com/a-/AOh14GinBv3jqsxrWpZWt4d3_hkLqrqNgh-85FA6_6mWew,"the worst app. it is always wrong on arrival time by over 30 minutes. I hate this app, it just gets worse every single time in use it. not only is it wrong with time by 45 mins but it will tell you to zigzag to your destination which ends up adding double the total time. This app is a waste of time, if you like being late or wasting time, this is the app for you.",1,14,4.54.1.1,2019-09-08 00:43:03,,
gp:AOqpTOEWonz3akBVOi2pJILvoQzm8jkVy6JpRipUU4n7v9QS69A0oRrZkcch0VYUaRJmj0ZpfRgcWRdjPyzhJg,Jeff York,https://play-lh.googleusercontent.com/a-/AOh14GisJppOONUre8Mq5NtZzjHnxmiAWn8ik57-tUWrwQ,"I don't know if it's because I'm used to it, but this does not compare to Google Maps. Literally did not tell me about a 2-lane closure after telling me there were over 4,000 ""wazers"" near me. Uninstalled and going back to Maps. PS I do like the Batman voice over though!",1,0,4.67.0.4,2020-10-19 23:49:19,"Hi Jeff, thank you for taking the time to provide your review. We're always looking to improve your experience with Waze. We appreciate your feedback. For further assistance please contact us here: https://m.me/waze",2020-10-27 19:09:31
gp:AOqpTOHpP4bwuvGDSCf59kW6w_EoSjfAKP4XoDe3DRitHPi6xfFwpyJyIUNAQ_TemC0bk68ozJLs_Vgn0q6__Q,AHURA MAZDA,https://play-lh.googleusercontent.com/a-/AOh14GipXpsszAgKLP8aLLXA9qXMxkNlX7ZJMrpOddXhfg,"This app is so-so, just my opinion. It could be streamlined as far as usage and imputing data... i.e.: once we open the app, we select search function- THEN,(WHEN WE ATEMPT TO TYPE - IT GOES TO ANOTHER SCREEN, FOR YOU TO SELECT AGAIN, THEN IT GOES BACK TO MAP SCREEN, BUT YOU HAVE TO SELECT AGAIN IN ORDER TO TYPE AN INPUT!? HOW MANY STEPS IN SEARCH UNTIL WE ACTUALLY TYPE OUT QUERY? I SUGGEST: FROM MAP VIEW, IF SEARCH IS SELECTED... KEYBOARD SHOULD POP UP NOT: SWITCH SCREEN, STILL K/B DONT POP UP, THEN SWITCH SCREEN BACK TO MAP, BUT YOU HAVE TO SELECT AGAIN- WILL K/B SHOW UP.TRY DOING THAT ON THE SIDE OF THE ROAD... IT ONLY PROMOTES STRESSFUL RISE IN MISTAKES. THAT MUCH THOUGHT AND STEPS TO CHART A ROUTE? REDUNDANT I'D SAY. THANKS",3,0,4.44.0.5,2018-11-17 07:27:24,,
gp:AOqpTOFtF33JdhDwXv2gzUwgzYdT0bFvvNUf1PVE0EvZ4mOuk5hZ7y57FkHAuFMkVjEN9wHJZ40Mh5o7J9Fqrg,willow harmon,https://play-lh.googleusercontent.com/a/AATXAJx5pL44DicNkhbK_6jcWleivIIy47Jh5Ghm_76m=mo,"Worked ok, had a lot of hiccups. But, when I really needed it, it needed an update, after closing out my route. updated it and it STILL wont work. I'm in the middle of nowhere and now I have to use Google. which will add 2 hours to my trip. Not impressed.",1,3,4.49.0.3,2019-03-07 05:01:58,,
gp:AOqpTOG4wKhjv93RLzyKmFua4kXLR9i8l_etjgLzKB-7rpW9IZKt84SnYfWKCg6EIJGwXo0oA1UkOBn8W0Za8A,Sos Sava,https://play-lh.googleusercontent.com/a-/AOh14Gg_Mj5icVVh8Q2lVdvSKO4k7oeOPxivrr08gMiwfQ,"Awesome, reliable, legit, simple GPS application. I love it. I love the boy band GPS voice too. It's HILARIOUS. I set that as my default narrator that way when driving accompanied with friends, it brings endless laughter to our day or night. So I recommend WAZE GPS system to EVERYBODY! THANK YOU FOR BRINGING LAUGHTER TO MY DAY. 😈🤡🤠😎🤓🤓",5,0,4.52.3.4,2019-12-13 19:07:01,,
gp:AOqpTOHt1RPgoQnm0p9StS1VwK2foYJyUeyt9uji9mL6EhyyOfymTj6IRJ4EK3_iZXewFYEh1pZbi41bJChlDA,Jaynan Moodley,https://play-lh.googleusercontent.com/a-/AOh14GixBi0NVoqyg4Rf4ZC9Qs41ZZgbi7_AcFSZt4aFOA,"Decided to deviate from my normal route and follow this app. I effectively lost 40 minutes sitting in traffic. Initial eta looked promising. It does not recalculate eta ahead of time, search for alternate routes, and only advised on the traffic jam when you get stuck in it. The app has become very generic. Next time I'll rely on my instincts. Uninstalling.",1,80,4.58.0.1,2020-01-22 05:24:05,,
gp:AOqpTOHSNHevoOQ2-e4XC7JWcvJSQxZqPXa0UWTrx8SMLz7IPBw7R5lAk0f_vo6UH1j1BYIE46uyLjM1fphClQ,Kurt Frenter,https://play-lh.googleusercontent.com/a-/AOh14Gi6U9UY3wvbRjTVMxrluf4L-vgeLIfXdUDzX21gSA,Need more data on routing options and businesses. Keep up the good work and improve. You will lead the pack.,3,0,4.70.1.0,2021-05-21 16:48:44,"Thanks for your feedback, Kurt! We're always looking for ways to improve our product. If you'd like to share more about your Waze experience or have feature requests you'd like to submit to us, feel free to reach out to us through a private message on Facebook.

For further assistance please contact us here: https://m.me/waze
",2021-05-21 17:15:53
gp:AOqpTOHfEmQSsPCYI4rsnYE6RF0z0GVpkhpQImJFJBNmh0QUj4BsypJSZA-tiJQIpahCvAngxHQodyQM62ihkA,Jeffrey Villaruel,https://play-lh.googleusercontent.com/a-/AOh14GhNufaer0HqFdd_zUTBnEkS6wl1Gfl04eAXOc-dMg,"As of now, waze really sucks! Instead of giving us a short cut, waze is now giving us too much time to travel and find an easiest way to our destination. There was a time that my passenger is 9mins away from me, but waze is giving a route that will spend me 2hrs before i get to the pick up location of my passenger. Pls fix this issue.",1,2,4.64.1.0,2020-08-11 22:33:35,Hi there! We're sorry to hear about your bad experience. Please send us a private message on Facebook with the route details and we'd be happy to look into it. Thank you. For further assistance please contact us here: https://m.me/waze,2020-08-12 08:30:26
gp:AOqpTOH6P9y4fnVn0sHAkviqzy6V4DTLgMCZoHDdnU1gvcORJ9eJgF8QiTB9LdItJdFCiHrQ4RqqnhDejQkoUA,Sugure,https://play-lh.googleusercontent.com/a-/AOh14GjUj5RhVR9sMYphF0Ckl71W2GI4aQ-u9RoyagRqvQ,I think this app is great! I love that there are navigation voices to choose from and that there are live updates on road conditions. I'd like to suggest having a HUD function though! Also I think functions on the app could be clearer? It's a mess to try and change or add stops sometimes. Might also be nice to have the projected costs of erp haha,4,16,4.51.1.1,2019-05-31 00:53:57,,
gp:AOqpTOHXWeOY9BuMNcV3wewrZz0bMirCTklTlRk9iWyLnCHfb3RJn6y5p_5VhvntMTr4LIIsL9liAcuaQccM3g,Paul Behin,https://play-lh.googleusercontent.com/a-/AOh14GiNL3Wx2kdDtpNEKx-i-fspyujpXg24uz3_Lu9m_A,"Not what it used to be. Removing the option to report speed cameras takes a lot away from this app. It now takes months before a speed camera is shown, even longer (if ever) if you don't live in a big city. I understand the volunteer editors hate them as they're often erroneously reported, however, I'd rather have one erroneously show up than have one that's there not show up on Waze, which is what has started happening since this option was removed. There has to be some sort of happy medium.",3,1,4.66.0.1,2020-09-10 01:28:33,"Hey Paul, we appreciate your feedback. If there's a missing stationary speed camera, please send us a private message on Facebook with the precise location and any additional information, and we'll look into it. Thank you! For further assistance please contact us here: https://m.me/waze",2020-09-10 07:56:22
